"gene_name","entrez_id","gene_chromosome","gene_strand","gene_start","gene_end","cis_start","cis_end","sample","is_nepc","has_rnaseq","rnaseq_id","has_fusion","insertion_chr","insertion_start","insertion_end","insertion_midpoint","read_count","insertion_strand","distance_to_gene","is_distant","is_exonic","is_same_strand","classification","tss_position","distance_from_tss","is_promoter_proximal","intron_number","pct_into_transcript","is_early_intronic","sb_mechanism"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"B3-13",FALSE,FALSE,NA,FALSE,"chr9",108301150,108301250,108301200,4999,"-",91605,TRUE,FALSE,FALSE,"distant",108392805,-91605,FALSE,NA,-505.3,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N-B09",TRUE,TRUE,"CMZ104",FALSE,"chr9",108312550,108312650,108312600,3433,"+",80205,TRUE,FALSE,TRUE,"distant",108392805,-80205,FALSE,NA,-442.41,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"B3-3",FALSE,FALSE,NA,FALSE,"chr9",108324450,108324550,108324500,29425,"+",68305,TRUE,FALSE,TRUE,"distant",108392805,-68305,FALSE,NA,-376.77,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N3-3",FALSE,FALSE,NA,FALSE,"chr9",108324450,108324550,108324500,5116,"+",68305,TRUE,FALSE,TRUE,"distant",108392805,-68305,FALSE,NA,-376.77,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N3-5",FALSE,FALSE,NA,FALSE,"chr9",108350050,108350150,108350100,709,"+",42705,TRUE,FALSE,TRUE,"distant",108392805,-42705,FALSE,NA,-235.56,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N-A08",TRUE,FALSE,NA,FALSE,"chr9",108378950,108379050,108379000,1032,"+",13805,TRUE,FALSE,TRUE,"distant",108392805,-13805,FALSE,NA,-76.15,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N3-c-14",FALSE,FALSE,NA,FALSE,"chr9",108383050,108383150,108383100,432,"+",9705,TRUE,FALSE,TRUE,"distant",108392805,-9705,FALSE,NA,-53.53,FALSE,"disruption"
"1700102P08Rik","112418","chr9","+",108392805,108410934,108217900,108425900,"N-2-21",FALSE,TRUE,"CMZ353",FALSE,"chr9",108386750,108386850,108386800,97,"+",6005,TRUE,FALSE,TRUE,"distant",108392805,-6005,FALSE,NA,-33.12,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B-2-26",TRUE,TRUE,"CMZ347",TRUE,"chr11",106828050,106828150,106828100,7087,"-",197581,TRUE,FALSE,FALSE,"distant",107025681,-197581,FALSE,NA,-4149.12,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B-2-23",FALSE,FALSE,NA,FALSE,"chr11",106862350,106862450,106862400,384,"+",163281,TRUE,FALSE,TRUE,"distant",107025681,-163281,FALSE,NA,-3428.83,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B-B04",TRUE,TRUE,"CMZ108",FALSE,"chr11",106867150,106867250,106867200,2504,"+",158481,TRUE,FALSE,TRUE,"distant",107025681,-158481,FALSE,NA,-3328.03,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-1-5",TRUE,TRUE,"CMZ108",FALSE,"chr11",106867150,106867250,106867200,1243,"+",158481,TRUE,FALSE,TRUE,"distant",107025681,-158481,FALSE,NA,-3328.03,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N-A10",FALSE,TRUE,"CMZ184",FALSE,"chr11",106884950,106885050,106885000,412,"-",140681,TRUE,FALSE,FALSE,"distant",107025681,-140681,FALSE,NA,-2954.24,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N3-c-10",TRUE,FALSE,NA,FALSE,"chr11",106885550,106885650,106885600,4032,"-",140081,TRUE,FALSE,FALSE,"distant",107025681,-140081,FALSE,NA,-2941.64,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N3-c-10",TRUE,FALSE,NA,FALSE,"chr11",106892350,106892450,106892400,15043,"+",133281,TRUE,FALSE,TRUE,"distant",107025681,-133281,FALSE,NA,-2798.85,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-c-10",TRUE,FALSE,NA,FALSE,"chr11",106893050,106893150,106893100,2414,"+",132581,TRUE,FALSE,TRUE,"distant",107025681,-132581,FALSE,NA,-2784.15,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N3-2-22",TRUE,TRUE,"CMZ347",TRUE,"chr11",106906150,106906250,106906200,3208,"+",119481,TRUE,FALSE,TRUE,"distant",107025681,-119481,FALSE,NA,-2509.05,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-c-28",FALSE,FALSE,NA,FALSE,"chr11",106915050,106915150,106915100,853,"+",110581,TRUE,FALSE,TRUE,"distant",107025681,-110581,FALSE,NA,-2322.15,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-c-10",TRUE,FALSE,NA,FALSE,"chr11",106941250,106941350,106941300,1181,"-",84381,TRUE,FALSE,FALSE,"distant",107025681,-84381,FALSE,NA,-1771.97,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B-A05",FALSE,TRUE,"CMZ109",FALSE,"chr11",106993150,106993250,106993200,647,"-",32481,TRUE,FALSE,FALSE,"distant",107025681,-32481,FALSE,NA,-682.09,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-11",FALSE,FALSE,NA,FALSE,"chr11",107001650,107001750,107001700,5577,"+",23981,TRUE,FALSE,TRUE,"distant",107025681,-23981,FALSE,NA,-503.59,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-8",FALSE,FALSE,NA,FALSE,"chr11",107001650,107001750,107001700,1592,"+",23981,TRUE,FALSE,TRUE,"distant",107025681,-23981,FALSE,NA,-503.59,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N-B07",TRUE,TRUE,"CMZ107",FALSE,"chr11",107030750,107030850,107030800,5632,"+",357,FALSE,FALSE,TRUE,"intronic_same",107025681,5119,FALSE,NA,107.5,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B-1-2",TRUE,TRUE,"CMZ346",FALSE,"chr11",107045150,107045250,107045200,262,"-",14757,TRUE,FALSE,FALSE,"distant",107025681,19519,FALSE,NA,409.89,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N3-14",FALSE,FALSE,NA,FALSE,"chr11",107056150,107056250,107056200,2791,"-",25757,TRUE,FALSE,FALSE,"distant",107025681,30519,FALSE,NA,640.89,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"B3-13",FALSE,FALSE,NA,FALSE,"chr11",107068150,107068250,107068200,1111,"+",37757,TRUE,FALSE,TRUE,"distant",107025681,42519,FALSE,NA,892.88,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N-B02",TRUE,FALSE,NA,FALSE,"chr11",107084850,107084950,107084900,232,"+",54457,TRUE,FALSE,TRUE,"distant",107025681,59219,FALSE,NA,1243.57,FALSE,"disruption"
"1810010H24Rik","69066","chr11","+",107025681,107030443,106828100,107095100,"N3-2",FALSE,FALSE,NA,FALSE,"chr11",107087250,107087350,107087300,1333,"-",56857,TRUE,FALSE,FALSE,"distant",107025681,61619,FALSE,NA,1293.97,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"N-B02",TRUE,FALSE,NA,FALSE,"chr12",70979550,70979650,70979600,342,"-",12015,TRUE,FALSE,FALSE,"distant",71015832,36232,FALSE,NA,149.61,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"B-1-10",FALSE,FALSE,NA,FALSE,"chr12",70981150,70981250,70981200,66,"-",10415,TRUE,FALSE,FALSE,"distant",71015832,34632,FALSE,NA,143.01,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"B-A03",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr12",70986150,70986250,70986200,3986,"-",5415,TRUE,FALSE,FALSE,"distant",71015832,29632,FALSE,NA,122.36,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"N-A08",TRUE,FALSE,NA,FALSE,"chr12",71011250,71011350,71011300,7724,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",71015832,4532,FALSE,3,18.71,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"B-A08",TRUE,FALSE,NA,FALSE,"chr12",71011250,71011350,71011300,19579,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",71015832,4532,FALSE,3,18.71,FALSE,"disruption"
"3110056K07Rik","73204","chr12","-",70991615,71015832,70979600,71018600,"N-A08",TRUE,FALSE,NA,FALSE,"chr12",71013550,71013650,71013600,1263,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",71015832,2232,FALSE,3,9.22,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"N-1-2",TRUE,TRUE,"CMZ346",FALSE,"chr2",103763550,103763650,103763600,242,"-",40852,TRUE,FALSE,FALSE,"distant",103810622,47022,FALSE,NA,762.11,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"B-1-2",TRUE,TRUE,"CMZ346",FALSE,"chr2",103763550,103763650,103763600,663,"-",40852,TRUE,FALSE,FALSE,"distant",103810622,47022,FALSE,NA,762.11,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"N3-12",FALSE,FALSE,NA,FALSE,"chr2",103765950,103766050,103766000,713,"+",38452,TRUE,FALSE,TRUE,"distant",103810622,44622,FALSE,NA,723.21,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"N-A07",FALSE,TRUE,"CMZ182,CMZ357",FALSE,"chr2",103771050,103771150,103771100,222,"-",33352,TRUE,FALSE,FALSE,"distant",103810622,39522,FALSE,NA,640.55,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"N-2-15",FALSE,FALSE,NA,FALSE,"chr2",103778150,103778250,103778200,396,"+",26252,TRUE,FALSE,TRUE,"distant",103810622,32422,FALSE,NA,525.48,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"B3-c-10",TRUE,FALSE,NA,FALSE,"chr2",103785550,103785650,103785600,1882,"-",18852,TRUE,FALSE,FALSE,"distant",103810622,25022,FALSE,NA,405.54,FALSE,"disruption"
"4930547E08Rik","78031","chr2","-",103804452,103810622,103763600,103802600,"N3-14",FALSE,FALSE,NA,FALSE,"chr2",103792050,103792150,103792100,356,"-",12352,TRUE,FALSE,FALSE,"distant",103810622,18522,FALSE,NA,300.19,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"B-3-4",FALSE,FALSE,NA,FALSE,"chr8",79657650,79657750,79657700,1277,"-",25762,TRUE,FALSE,FALSE,"distant",79711740,54040,FALSE,NA,191.1,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"B3-5",FALSE,FALSE,NA,FALSE,"chr8",79663450,79663550,79663500,206,"+",19962,TRUE,FALSE,TRUE,"distant",79711740,48240,FALSE,NA,170.59,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"B-B09",TRUE,TRUE,"CMZ104",FALSE,"chr8",79667450,79667550,79667500,11447,"+",15962,TRUE,FALSE,TRUE,"distant",79711740,44240,FALSE,NA,156.45,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"N-B09",TRUE,TRUE,"CMZ104",FALSE,"chr8",79667450,79667550,79667500,18314,"+",15962,TRUE,FALSE,TRUE,"distant",79711740,44240,FALSE,NA,156.45,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"B3-1-13",FALSE,TRUE,"CMZ182,CMZ357",FALSE,"chr8",79700950,79701050,79701000,665,"+",0,FALSE,FALSE,TRUE,"intronic_same",79711740,10740,FALSE,9,37.98,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"B3-6",TRUE,FALSE,NA,FALSE,"chr8",79701250,79701350,79701300,3760,"+",0,FALSE,FALSE,TRUE,"intronic_same",79711740,10440,FALSE,8,36.92,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"N3-6",TRUE,FALSE,NA,FALSE,"chr8",79701250,79701350,79701300,2523,"+",0,FALSE,FALSE,TRUE,"intronic_same",79711740,10440,FALSE,8,36.92,FALSE,"disruption"
"Abce1","24015","chr8","-",79683462,79711740,79657700,79727700,"N-2-26",TRUE,TRUE,"CMZ347",FALSE,"chr8",79707150,79707250,79707200,3166,"+",0,FALSE,FALSE,TRUE,"intronic_same",79711740,4540,FALSE,6,16.05,TRUE,"activation"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"N3-1-11",TRUE,FALSE,NA,FALSE,"chr19",21659950,21660050,21660000,1224,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",21653185,6815,FALSE,2,21,FALSE,"disruption"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"B3-1-11",TRUE,FALSE,NA,FALSE,"chr19",21659950,21660050,21660000,1576,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",21653185,6815,FALSE,2,21,FALSE,"disruption"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"B3-1-3",TRUE,TRUE,"CMZ104",FALSE,"chr19",21671450,21671550,21671500,7626,"+",0,FALSE,FALSE,TRUE,"intronic_same",21653185,18315,FALSE,2,56.44,TRUE,"activation"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"N3-1-3",TRUE,TRUE,"CMZ104",FALSE,"chr19",21671450,21671550,21671500,7737,"+",0,FALSE,FALSE,TRUE,"intronic_same",21653185,18315,FALSE,2,56.44,TRUE,"activation"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"B-1-4",FALSE,FALSE,NA,FALSE,"chr19",21674950,21675050,21675000,22,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",21653185,21815,FALSE,2,67.22,FALSE,"disruption"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"N-B02",TRUE,FALSE,NA,FALSE,"chr19",21689350,21689450,21689400,413,"-",3763,TRUE,FALSE,FALSE,"distant",21653185,36215,FALSE,NA,111.6,FALSE,"disruption"
"Abhd17b","226016","chr19","+",21653185,21685637,21660000,21699000,"N-A08",TRUE,FALSE,NA,FALSE,"chr19",21694650,21694750,21694700,1380,"+",9063,TRUE,FALSE,TRUE,"distant",21653185,41515,FALSE,NA,127.93,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N-A04",FALSE,TRUE,"CMZ101",FALSE,"chr2",31737350,31737450,31737400,763,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,49024,FALSE,10,42.32,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"B-A04",FALSE,TRUE,"CMZ101",FALSE,"chr2",31737350,31737450,31737400,6238,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,49024,FALSE,10,42.32,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"B3-2-22",TRUE,TRUE,"CMZ347",FALSE,"chr2",31762250,31762350,31762300,956,"+",0,FALSE,FALSE,TRUE,"intronic_same",31688376,73924,FALSE,12,63.81,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N3-2-22",TRUE,TRUE,"CMZ347",FALSE,"chr2",31762250,31762350,31762300,1755,"+",0,FALSE,FALSE,TRUE,"intronic_same",31688376,73924,FALSE,12,63.81,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N-B10",FALSE,FALSE,NA,FALSE,"chr2",31765450,31765550,31765500,1338,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,77124,FALSE,12,66.57,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"B-B10",FALSE,FALSE,NA,FALSE,"chr2",31765450,31765550,31765500,24499,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,77124,FALSE,12,66.57,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N3-4",FALSE,FALSE,NA,FALSE,"chr2",31786150,31786250,31786200,712,"+",0,FALSE,FALSE,TRUE,"intronic_same",31688376,97824,FALSE,18,84.44,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N-2-12",FALSE,TRUE,"CMZ354",FALSE,"chr2",31789650,31789750,31789700,9252,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,101324,FALSE,18,87.46,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"B-2-12",FALSE,TRUE,"CMZ354",FALSE,"chr2",31789650,31789750,31789700,4486,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",31688376,101324,FALSE,18,87.46,FALSE,"disruption"
"Abl1","11350","chr2","+",31688376,31804227,31737400,31807400,"N-B02",TRUE,FALSE,NA,FALSE,"chr2",31801850,31801950,31801900,229,"+",0,FALSE,TRUE,TRUE,"exonic_same",31688376,113524,FALSE,NA,97.99,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"N-B02",TRUE,FALSE,NA,FALSE,"chr12",70979550,70979650,70979600,342,"-",14882,TRUE,FALSE,FALSE,"distant",70937857,41743,FALSE,NA,155.4,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"B-1-10",FALSE,FALSE,NA,FALSE,"chr12",70981150,70981250,70981200,66,"-",16482,TRUE,FALSE,FALSE,"distant",70937857,43343,FALSE,NA,161.36,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"B-A03",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr12",70986150,70986250,70986200,3986,"-",21482,TRUE,FALSE,FALSE,"distant",70937857,48343,FALSE,NA,179.97,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"N-A08",TRUE,FALSE,NA,FALSE,"chr12",71011250,71011350,71011300,7724,"-",46582,TRUE,FALSE,FALSE,"distant",70937857,73443,FALSE,NA,273.42,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"B-A08",TRUE,FALSE,NA,FALSE,"chr12",71011250,71011350,71011300,19579,"-",46582,TRUE,FALSE,FALSE,"distant",70937857,73443,FALSE,NA,273.42,FALSE,"disruption"
"Actr10","56444","chr12","+",70937857,70964718,70979600,71018600,"N-A08",TRUE,FALSE,NA,FALSE,"chr12",71013550,71013650,71013600,1263,"-",48882,TRUE,FALSE,FALSE,"distant",70937857,75743,FALSE,NA,281.98,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"B-A05",FALSE,TRUE,"CMZ109",FALSE,"chr11",20056650,20056750,20056700,818,"-",5604,TRUE,FALSE,FALSE,"distant",20112913,56213,FALSE,NA,111.07,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"B3-1-11",TRUE,FALSE,NA,FALSE,"chr11",20064250,20064350,20064300,22015,"+",0,FALSE,TRUE,TRUE,"exonic_same",20112913,48613,FALSE,NA,96.06,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"B-B02",TRUE,FALSE,NA,FALSE,"chr11",20064250,20064350,20064300,21588,"+",0,FALSE,TRUE,TRUE,"exonic_same",20112913,48613,FALSE,NA,96.06,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"N3-1-11",TRUE,FALSE,NA,FALSE,"chr11",20064250,20064350,20064300,1788,"+",0,FALSE,TRUE,TRUE,"exonic_same",20112913,48613,FALSE,NA,96.06,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"B3-7",FALSE,FALSE,NA,FALSE,"chr11",20068050,20068150,20068100,1076,"+",0,FALSE,FALSE,TRUE,"intronic_same",20112913,44813,FALSE,12,88.55,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"N3-2-2",TRUE,FALSE,NA,FALSE,"chr11",20091550,20091650,20091600,1350,"+",0,FALSE,FALSE,TRUE,"intronic_same",20112913,21313,FALSE,6,42.11,FALSE,"disruption"
"Actr2","66713","chr11","-",20062304,20112913,20056700,20126700,"B3-7",FALSE,FALSE,NA,FALSE,"chr11",20104650,20104750,20104700,463,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",20112913,8213,FALSE,3,16.23,FALSE,"disruption"
