"gene_name","entrez_id","gene_chromosome","gene_strand","gene_start","gene_end","cis_start","cis_end","sample","is_nepc","has_rnaseq","rnaseq_id","has_fusion","insertion_chr","insertion_start","insertion_end","insertion_midpoint","read_count","insertion_strand","distance_to_gene","is_distant","is_exonic","is_same_strand","classification","tss_position","distance_from_tss","is_promoter_proximal","intron_number","pct_into_transcript","is_early_intronic","sb_mechanism"
"Cxxc5","67393","chr18","+",35829397,35861688,35556000,35823000,"B3-5",FALSE,FALSE,NA,FALSE,"chr18",35808550,35808650,35808600,197,"-",20797,TRUE,FALSE,FALSE,"distant",35829397,-20797,FALSE,NA,-64.4,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A02",FALSE,TRUE,"CMZ181",FALSE,"chr11",79355450,79355550,79355500,3042,"-",171060,TRUE,FALSE,FALSE,"distant",79530609,175109,FALSE,NA,4324.75,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-2-23",FALSE,FALSE,NA,FALSE,"chr11",79376150,79376250,79376200,253,"-",150360,TRUE,FALSE,FALSE,"distant",79530609,154409,FALSE,NA,3813.51,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-1-7",FALSE,FALSE,NA,FALSE,"chr11",79383950,79384050,79384000,2667,"+",142560,TRUE,FALSE,TRUE,"distant",79530609,146609,FALSE,NA,3620.87,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-1-7",FALSE,FALSE,NA,FALSE,"chr11",79383950,79384050,79384000,411,"+",142560,TRUE,FALSE,TRUE,"distant",79530609,146609,FALSE,NA,3620.87,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-2-23",FALSE,FALSE,NA,FALSE,"chr11",79385550,79385650,79385600,13356,"-",140960,TRUE,FALSE,FALSE,"distant",79530609,145009,FALSE,NA,3581.35,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N3-c-28",FALSE,FALSE,NA,FALSE,"chr11",79388650,79388750,79388700,1459,"-",137860,TRUE,FALSE,FALSE,"distant",79530609,141909,FALSE,NA,3504.79,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-2-23",FALSE,FALSE,NA,FALSE,"chr11",79388950,79389050,79389000,4704,"-",137560,TRUE,FALSE,FALSE,"distant",79530609,141609,FALSE,NA,3497.38,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-2-23",FALSE,FALSE,NA,FALSE,"chr11",79388950,79389050,79389000,443,"-",137560,TRUE,FALSE,FALSE,"distant",79530609,141609,FALSE,NA,3497.38,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N3-c-9",FALSE,FALSE,NA,FALSE,"chr11",79420450,79420550,79420500,6276,"+",106060,TRUE,FALSE,TRUE,"distant",79530609,110109,FALSE,NA,2719.41,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-A05",FALSE,TRUE,"CMZ109",FALSE,"chr11",79427850,79427950,79427900,12953,"+",98660,TRUE,FALSE,TRUE,"distant",79530609,102709,FALSE,NA,2536.65,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A05",FALSE,TRUE,"CMZ109",FALSE,"chr11",79427850,79427950,79427900,1593,"+",98660,TRUE,FALSE,TRUE,"distant",79530609,102709,FALSE,NA,2536.65,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-19",FALSE,FALSE,NA,FALSE,"chr11",79440050,79440150,79440100,2070,"+",86460,TRUE,FALSE,TRUE,"distant",79530609,90509,FALSE,NA,2235.34,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-A11",FALSE,TRUE,"CMZ103",FALSE,"chr11",79441950,79442050,79442000,1298,"+",84560,TRUE,FALSE,TRUE,"distant",79530609,88609,FALSE,NA,2188.42,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A11",FALSE,TRUE,"CMZ103",FALSE,"chr11",79441950,79442050,79442000,1582,"+",84560,TRUE,FALSE,TRUE,"distant",79530609,88609,FALSE,NA,2188.42,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A11",FALSE,TRUE,"CMZ103",FALSE,"chr11",79442150,79442250,79442200,3636,"-",84360,TRUE,FALSE,FALSE,"distant",79530609,88409,FALSE,NA,2183.48,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B-A11",FALSE,TRUE,"CMZ103",FALSE,"chr11",79442150,79442250,79442200,4804,"-",84360,TRUE,FALSE,FALSE,"distant",79530609,88409,FALSE,NA,2183.48,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-19",FALSE,FALSE,NA,FALSE,"chr11",79456050,79456150,79456100,7220,"+",70460,TRUE,FALSE,TRUE,"distant",79530609,74509,FALSE,NA,1840.18,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A11",FALSE,TRUE,"CMZ103",FALSE,"chr11",79486950,79487050,79487000,1343,"-",39560,TRUE,FALSE,FALSE,"distant",79530609,43609,FALSE,NA,1077.03,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N3-15",FALSE,FALSE,NA,FALSE,"chr11",79487750,79487850,79487800,13069,"-",38760,TRUE,FALSE,FALSE,"distant",79530609,42809,FALSE,NA,1057.27,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-15",FALSE,FALSE,NA,FALSE,"chr11",79487750,79487850,79487800,19769,"-",38760,TRUE,FALSE,FALSE,"distant",79530609,42809,FALSE,NA,1057.27,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-c-10",TRUE,FALSE,NA,FALSE,"chr11",79499150,79499250,79499200,1732,"-",27360,TRUE,FALSE,FALSE,"distant",79530609,31409,FALSE,NA,775.72,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-14",FALSE,FALSE,NA,FALSE,"chr11",79517450,79517550,79517500,399,"-",9060,TRUE,FALSE,FALSE,"distant",79530609,13109,FALSE,NA,323.76,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-3",FALSE,FALSE,NA,FALSE,"chr11",79553550,79553650,79553600,2116,"-",22991,TRUE,FALSE,FALSE,"distant",79530609,-22991,FALSE,NA,-567.82,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"B3-19",FALSE,FALSE,NA,FALSE,"chr11",79553650,79553750,79553700,2104,"-",23091,TRUE,FALSE,FALSE,"distant",79530609,-23091,FALSE,NA,-570.29,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N3-1-13",FALSE,TRUE,"CMZ182,CMZ357",FALSE,"chr11",79558950,79559050,79559000,1278,"-",28391,TRUE,FALSE,FALSE,"distant",79530609,-28391,FALSE,NA,-701.19,FALSE,"disruption"
"Evi2a","14017","chr11","-",79526560,79530609,79355500,79563500,"N-A07",FALSE,TRUE,"CMZ182,CMZ357",FALSE,"chr11",79558950,79559050,79559000,111,"-",28391,TRUE,FALSE,FALSE,"distant",79530609,-28391,FALSE,NA,-701.19,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N3-6",TRUE,FALSE,NA,FALSE,"chr6",47409950,47410050,47410000,760,"+",120139,TRUE,FALSE,TRUE,"distant",47595341,185341,FALSE,NA,284.26,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B3-c-28",FALSE,FALSE,NA,FALSE,"chr6",47457150,47457250,47457200,574,"-",72939,TRUE,FALSE,FALSE,"distant",47595341,138141,FALSE,NA,211.87,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B-1-10",FALSE,FALSE,NA,FALSE,"chr6",47463850,47463950,47463900,39,"-",66239,TRUE,FALSE,FALSE,"distant",47595341,131441,FALSE,NA,201.59,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N-A02",FALSE,TRUE,"CMZ181",FALSE,"chr6",47469250,47469350,47469300,727,"+",60839,TRUE,FALSE,TRUE,"distant",47595341,126041,FALSE,NA,193.31,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N3-1-5",TRUE,TRUE,"CMZ108",FALSE,"chr6",47485350,47485450,47485400,17094,"-",44739,TRUE,FALSE,FALSE,"distant",47595341,109941,FALSE,NA,168.62,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N-B07",TRUE,TRUE,"CMZ107",FALSE,"chr6",47485350,47485450,47485400,4626,"-",44739,TRUE,FALSE,FALSE,"distant",47595341,109941,FALSE,NA,168.62,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N-B04",TRUE,TRUE,"CMZ108",FALSE,"chr6",47485350,47485450,47485400,8656,"-",44739,TRUE,FALSE,FALSE,"distant",47595341,109941,FALSE,NA,168.62,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B3-14",FALSE,FALSE,NA,FALSE,"chr6",47494150,47494250,47494200,433,"-",35939,TRUE,FALSE,FALSE,"distant",47595341,101141,FALSE,NA,155.12,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B-2-21",FALSE,TRUE,"CMZ353",FALSE,"chr6",47511650,47511750,47511700,1047,"-",18439,TRUE,FALSE,FALSE,"distant",47595341,83641,FALSE,NA,128.28,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B-B03",FALSE,TRUE,"CMZ183",FALSE,"chr6",47512450,47512550,47512500,11288,"+",17639,TRUE,FALSE,TRUE,"distant",47595341,82841,FALSE,NA,127.05,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N-B03",FALSE,TRUE,"CMZ183",FALSE,"chr6",47512450,47512550,47512500,72591,"+",17639,TRUE,FALSE,TRUE,"distant",47595341,82841,FALSE,NA,127.05,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N3-c-9",FALSE,FALSE,NA,FALSE,"chr6",47575250,47575350,47575300,8573,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",47595341,20041,FALSE,8,30.74,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B3-c-14",FALSE,FALSE,NA,FALSE,"chr6",47575250,47575350,47575300,1529,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",47595341,20041,FALSE,8,30.74,FALSE,"disruption"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B-2-15",FALSE,FALSE,NA,FALSE,"chr6",47584450,47584550,47584500,2197,"+",0,FALSE,FALSE,TRUE,"intronic_same",47595341,10841,FALSE,3,16.63,TRUE,"activation"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"B-B04",TRUE,TRUE,"CMZ108",FALSE,"chr6",47586450,47586550,47586500,1720,"+",0,FALSE,FALSE,TRUE,"intronic_same",47595341,8841,FALSE,3,13.56,TRUE,"activation"
"Ezh2","14056","chr6","-",47530139,47595341,47410000,47618000,"N-B10",FALSE,FALSE,NA,FALSE,"chr6",47616350,47616450,47616400,308,"-",21059,TRUE,FALSE,FALSE,"distant",47595341,-21059,FALSE,NA,-32.3,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"N-2-21",FALSE,TRUE,"CMZ353",FALSE,"chr13",3562450,3562550,3562500,427,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",3538063,24437,FALSE,26,81.98,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"B-2-21",FALSE,TRUE,"CMZ353",FALSE,"chr13",3562450,3562550,3562500,4830,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",3538063,24437,FALSE,26,81.98,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"B3-1-15",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr13",3567950,3568050,3568000,11808,"-",129,FALSE,FALSE,FALSE,"intronic_opposite",3538063,29937,FALSE,NA,100.43,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"B-A03",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr13",3567950,3568050,3568000,9440,"-",129,FALSE,FALSE,FALSE,"intronic_opposite",3538063,29937,FALSE,NA,100.43,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"N3-2",FALSE,FALSE,NA,FALSE,"chr13",3572650,3572750,3572700,1313,"-",4829,TRUE,FALSE,FALSE,"distant",3538063,34637,FALSE,NA,116.2,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"B3-8",FALSE,FALSE,NA,FALSE,"chr13",3600250,3600350,3600300,6002,"-",32429,TRUE,FALSE,FALSE,"distant",3538063,62237,FALSE,NA,208.79,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"B3-11",FALSE,FALSE,NA,FALSE,"chr13",3600250,3600350,3600300,4833,"-",32429,TRUE,FALSE,FALSE,"distant",3538063,62237,FALSE,NA,208.79,FALSE,"disruption"
"Gdi2","14569","chr13","+",3538063,3567871,3562500,3601500,"N3-14",FALSE,FALSE,NA,FALSE,"chr13",3601250,3601350,3601300,1106,"+",33429,TRUE,FALSE,TRUE,"distant",3538063,63237,FALSE,NA,212.15,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"N3-14",FALSE,FALSE,NA,FALSE,"chr15",12119650,12119750,12119700,969,"-",201750,TRUE,FALSE,FALSE,"distant",12321450,-201750,FALSE,NA,-669.35,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B3-c-32",TRUE,FALSE,NA,FALSE,"chr15",12122550,12122650,12122600,12580,"-",198850,TRUE,FALSE,FALSE,"distant",12321450,-198850,FALSE,NA,-659.73,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B3-2-36",TRUE,FALSE,NA,FALSE,"chr15",12122550,12122650,12122600,21231,"-",198850,TRUE,FALSE,FALSE,"distant",12321450,-198850,FALSE,NA,-659.73,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B-B08",TRUE,TRUE,"CMZ106",FALSE,"chr15",12130750,12130850,12130800,505,"+",190650,TRUE,FALSE,TRUE,"distant",12321450,-190650,FALSE,NA,-632.53,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"N-B02",TRUE,FALSE,NA,FALSE,"chr15",12139150,12139250,12139200,407,"+",182250,TRUE,FALSE,TRUE,"distant",12321450,-182250,FALSE,NA,-604.66,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"N3-2-21",FALSE,FALSE,NA,FALSE,"chr15",12162250,12162350,12162300,892,"+",159150,TRUE,FALSE,TRUE,"distant",12321450,-159150,FALSE,NA,-528.02,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"N-2-26",TRUE,TRUE,"CMZ347",FALSE,"chr15",12189650,12189750,12189700,2917,"+",131750,TRUE,FALSE,TRUE,"distant",12321450,-131750,FALSE,NA,-437.11,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B3-14",FALSE,FALSE,NA,FALSE,"chr15",12336850,12336950,12336900,1607,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",12321450,15450,FALSE,4,51.26,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B-3-4",FALSE,FALSE,NA,FALSE,"chr15",12338550,12338650,12338600,840,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",12321450,17150,FALSE,4,56.9,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B3-c-28",FALSE,FALSE,NA,FALSE,"chr15",12342650,12342750,12342700,1748,"+",0,FALSE,FALSE,TRUE,"intronic_same",12321450,21250,FALSE,5,70.5,FALSE,"disruption"
"Golph3","66629","chr15","+",12321450,12351591,12119700,12386700,"B-A12",FALSE,FALSE,NA,FALSE,"chr15",12361650,12361750,12361700,1596,"+",10109,TRUE,FALSE,TRUE,"distant",12321450,40250,FALSE,NA,133.54,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"N-B10",FALSE,FALSE,NA,FALSE,"chr11",88528250,88528350,88528300,288,"-",0,FALSE,FALSE,FALSE,"intronic_opposite",88718513,190213,FALSE,15,50.17,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"B-1-2",TRUE,TRUE,"CMZ346",FALSE,"chr11",88553650,88553750,88553700,398,"+",0,FALSE,FALSE,TRUE,"intronic_same",88718513,164813,FALSE,15,43.47,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"B-A03",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr11",88571750,88571850,88571800,21515,"+",0,FALSE,FALSE,TRUE,"intronic_same",88718513,146713,FALSE,15,38.7,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"B-A08",TRUE,FALSE,NA,FALSE,"chr11",88571750,88571850,88571800,2850,"+",0,FALSE,FALSE,TRUE,"intronic_same",88718513,146713,FALSE,15,38.7,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"B3-1-15",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr11",88571750,88571850,88571800,26255,"+",0,FALSE,FALSE,TRUE,"intronic_same",88718513,146713,FALSE,15,38.7,FALSE,"disruption"
"Msi2","76626","chr11","-",88339382,88718513,88528300,88598300,"N-A03",TRUE,TRUE,"CMZ111,CMZ356",FALSE,"chr11",88571750,88571850,88571800,3021,"+",0,FALSE,FALSE,TRUE,"intronic_same",88718513,146713,FALSE,15,38.7,FALSE,"disruption"
